NAME,DATA TIMESTAMP,RAINFALL DAY MM
Sinorang,2025-01-15 00:00:00.0 +0:00,0
Sinorang,2025-01-16 00:00:00.0 +0:00,4
Sinorang,2025-01-17 00:00:00.0 +0:00,6
Sinorang,2025-01-18 00:00:00.0 +0:00,1
Sinorang,2025-01-19 00:00:00.0 +0:00,0
Sinorang,2025-01-20 00:00:00.0 +0:00,1
Sinorang,2025-01-21 00:00:00.0 +0:00,0
Sinorang,2025-01-22 00:00:00.0 +0:00,42
Sinorang,2025-01-23 00:00:00.0 +0:00,2
Sinorang,2025-01-24 00:00:00.0 +0:00,0
Sinorang,2025-01-25 00:00:00.0 +0:00,4
Sinorang,2025-01-26 00:00:00.0 +0:00,0
Sinorang,2025-01-27 00:00:00.0 +0:00,0
Sinorang,2025-01-28 00:00:00.0 +0:00,2
Sinorang,2025-01-29 00:00:00.0 +0:00,1
Sinorang,2025-01-30 00:00:00.0 +0:00,18
Sinorang,2025-01-31 00:00:00.0 +0:00,0
Lobu,2025-01-01 00:00:00.0 +0:00,0
Lobu,2025-01-02 00:00:00.0 +0:00,20
Lobu,2025-01-03 00:00:00.0 +0:00,0
Lobu,2025-01-04 00:00:00.0 +0:00,2
Lobu,2025-01-05 00:00:00.0 +0:00,0
Lobu,2025-01-06 00:00:00.0 +0:00,0
Lobu,2025-01-07 00:00:00.0 +0:00,0
Lobu,2025-01-08 00:00:00.0 +0:00,0
Lobu,2025-01-09 00:00:00.0 +0:00,53
Lobu,2025-01-10 00:00:00.0 +0:00,11
Lobu,2025-01-11 00:00:00.0 +0:00,0
Lobu,2025-01-12 00:00:00.0 +0:00,0
Lobu,2025-01-13 00:00:00.0 +0:00,3
Lobu,2025-01-14 00:00:00.0 +0:00,3
Lobu,2025-01-15 00:00:00.0 +0:00,0
Lobu,2025-01-16 00:00:00.0 +0:00,0
Lobu,2025-01-17 00:00:00.0 +0:00,0
Lobu,2025-01-18 00:00:00.0 +0:00,6
Lobu,2025-01-19 00:00:00.0 +0:00,0
Lobu,2025-01-20 00:00:00.0 +0:00,0
Lobu,2025-01-21 00:00:00.0 +0:00,5
Lobu,2025-01-22 00:00:00.0 +0:00,0
Lobu,2025-01-23 00:00:00.0 +0:00,19
Lobu,2025-01-24 00:00:00.0 +0:00,0
Lobu,2025-01-25 00:00:00.0 +0:00,15
Lobu,2025-01-26 00:00:00.0 +0:00,0
Lobu,2025-01-27 00:00:00.0 +0:00,0
Lobu,2025-01-28 00:00:00.0 +0:00,0
Lobu,2025-01-29 00:00:00.0 +0:00,0
Lobu,2025-01-30 00:00:00.0 +0:00,0
Lobu,2025-01-31 00:00:00.0 +0:00,0
Simpang Raya,2025-01-01 00:00:00.0 +0:00,22
Simpang Raya,2025-01-02 00:00:00.0 +0:00,6
Simpang Raya,2025-01-03 00:00:00.0 +0:00,0
Simpang Raya,2025-01-04 00:00:00.0 +0:00,0
Simpang Raya,2025-01-05 00:00:00.0 +0:00,0
Simpang Raya,2025-01-06 00:00:00.0 +0:00,31
Simpang Raya,2025-01-07 00:00:00.0 +0:00,12
Simpang Raya,2025-01-08 00:00:00.0 +0:00,22
Simpang Raya,2025-01-09 00:00:00.0 +0:00,0
Simpang Raya,2025-01-10 00:00:00.0 +0:00,0
Simpang Raya,2025-01-11 00:00:00.0 +0:00,8
Simpang Raya,2025-01-12 00:00:00.0 +0:00,16
Simpang Raya,2025-01-13 00:00:00.0 +0:00,0
Simpang Raya,2025-01-14 00:00:00.0 +0:00,6
Simpang Raya,2025-01-15 00:00:00.0 +0:00,0
Simpang Raya,2025-01-16 00:00:00.0 +0:00,6
Simpang Raya,2025-01-17 00:00:00.0 +0:00,9
Simpang Raya,2025-01-18 00:00:00.0 +0:00,22
Simpang Raya,2025-01-19 00:00:00.0 +0:00,16
Simpang Raya,2025-01-20 00:00:00.0 +0:00,0
Simpang Raya,2025-01-21 00:00:00.0 +0:00,0
Simpang Raya,2025-01-22 00:00:00.0 +0:00,10.5
Simpang Raya,2025-01-23 00:00:00.0 +0:00,4
Simpang Raya,2025-01-24 00:00:00.0 +0:00,6
Simpang Raya,2025-01-25 00:00:00.0 +0:00,11
Simpang Raya,2025-01-26 00:00:00.0 +0:00,0
Simpang Raya,2025-01-27 00:00:00.0 +0:00,28
Simpang Raya,2025-01-28 00:00:00.0 +0:00,6
Simpang Raya,2025-01-29 00:00:00.0 +0:00,0
Simpang Raya,2025-01-30 00:00:00.0 +0:00,8888
Simpang Raya,2025-01-31 00:00:00.0 +0:00,0
BTN Pepabri,2025-01-01 00:00:00.0 +0:00,60
BTN Pepabri,2025-01-02 00:00:00.0 +0:00,4
BTN Pepabri,2025-01-03 00:00:00.0 +0:00,29.6
BTN Pepabri,2025-01-04 00:00:00.0 +0:00,17
BTN Pepabri,2025-01-05 00:00:00.0 +0:00,0
BTN Pepabri,2025-01-06 00:00:00.0 +0:00,0
BTN Pepabri,2025-01-07 00:00:00.0 +0:00,0
BTN Pepabri,2025-01-08 00:00:00.0 +0:00,0
BTN Pepabri,2025-01-09 00:00:00.0 +0:00,14.5
BTN Pepabri,2025-01-10 00:00:00.0 +0:00,8888
BTN Pepabri,2025-01-11 00:00:00.0 +0:00,0
BTN Pepabri,2025-01-12 00:00:00.0 +0:00,0
BTN Pepabri,2025-01-13 00:00:00.0 +0:00,0
BTN Pepabri,2025-01-14 00:00:00.0 +0:00,13
BTN Pepabri,2025-01-15 00:00:00.0 +0:00,0
BTN Pepabri,2025-01-16 00:00:00.0 +0:00,4.3
BTN Pepabri,2025-01-17 00:00:00.0 +0:00,0
BTN Pepabri,2025-01-18 00:00:00.0 +0:00,47
BTN Pepabri,2025-01-19 00:00:00.0 +0:00,8888
BTN Pepabri,2025-01-20 00:00:00.0 +0:00,2.2
BTN Pepabri,2025-01-21 00:00:00.0 +0:00,0
BTN Pepabri,2025-01-22 00:00:00.0 +0:00,28
BTN Pepabri,2025-01-23 00:00:00.0 +0:00,6
BTN Pepabri,2025-01-24 00:00:00.0 +0:00,0
BTN Pepabri,2025-01-25 00:00:00.0 +0:00,18.8
BTN Pepabri,2025-01-26 00:00:00.0 +0:00,0
BTN Pepabri,2025-01-27 00:00:00.0 +0:00,0
BTN Pepabri,2025-01-28 00:00:00.0 +0:00,1
BTN Pepabri,2025-01-29 00:00:00.0 +0:00,3
BTN Pepabri,2025-01-30 00:00:00.0 +0:00,1.6
BTN Pepabri,2025-01-31 00:00:00.0 +0:00,0
Poso Kota,2025-01-01 00:00:00.0 +0:00,2
Poso Kota,2025-01-02 00:00:00.0 +0:00,0
Poso Kota,2025-01-03 00:00:00.0 +0:00,0
Poso Kota,2025-01-04 00:00:00.0 +0:00,0
Poso Kota,2025-01-05 00:00:00.0 +0:00,2
Poso Kota,2025-01-06 00:00:00.0 +0:00,0
Poso Kota,2025-01-07 00:00:00.0 +0:00,0
Poso Kota,2025-01-08 00:00:00.0 +0:00,0
Poso Kota,2025-01-09 00:00:00.0 +0:00,2
Poso Kota,2025-01-10 00:00:00.0 +0:00,0
Poso Kota,2025-01-11 00:00:00.0 +0:00,0
Poso Kota,2025-01-12 00:00:00.0 +0:00,0
Poso Kota,2025-01-13 00:00:00.0 +0:00,1.5
Poso Kota,2025-01-14 00:00:00.0 +0:00,10
Poso Kota,2025-01-15 00:00:00.0 +0:00,0
Poso Kota,2025-01-16 00:00:00.0 +0:00,0
Poso Kota,2025-01-17 00:00:00.0 +0:00,0
Poso Kota,2025-01-18 00:00:00.0 +0:00,4.5
Poso Kota,2025-01-19 00:00:00.0 +0:00,0
Poso Kota,2025-01-20 00:00:00.0 +0:00,82
Poso Kota,2025-01-21 00:00:00.0 +0:00,0
Poso Kota,2025-01-22 00:00:00.0 +0:00,0
Poso Kota,2025-01-23 00:00:00.0 +0:00,92
Poso Kota,2025-01-24 00:00:00.0 +0:00,5
Poso Kota,2025-01-25 00:00:00.0 +0:00,39
Poso Kota,2025-01-26 00:00:00.0 +0:00,0
Poso Kota,2025-01-27 00:00:00.0 +0:00,1
Poso Kota,2025-01-28 00:00:00.0 +0:00,2
Poso Kota,2025-01-29 00:00:00.0 +0:00,0
Poso Kota,2025-01-30 00:00:00.0 +0:00,55
Poso Kota,2025-01-31 00:00:00.0 +0:00,0
Stamet Poso,2025-01-01 00:00:00.0 +0:00,1.5
Stamet Poso,2025-01-02 00:00:00.0 +0:00,0
Stamet Poso,2025-01-03 00:00:00.0 +0:00,4
Stamet Poso,2025-01-04 00:00:00.0 +0:00,0
Stamet Poso,2025-01-05 00:00:00.0 +0:00,8888
Stamet Poso,2025-01-06 00:00:00.0 +0:00,8888
Stamet Poso,2025-01-07 00:00:00.0 +0:00,0
Stamet Poso,2025-01-08 00:00:00.0 +0:00,0
Stamet Poso,2025-01-09 00:00:00.0 +0:00,1.5
Stamet Poso,2025-01-10 00:00:00.0 +0:00,10
Stamet Poso,2025-01-11 00:00:00.0 +0:00,0
Stamet Poso,2025-01-12 00:00:00.0 +0:00,1
Stamet Poso,2025-01-13 00:00:00.0 +0:00,0
Stamet Poso,2025-01-14 00:00:00.0 +0:00,15.5
Stamet Poso,2025-01-15 00:00:00.0 +0:00,0
Stamet Poso,2025-01-16 00:00:00.0 +0:00,8888
Stamet Poso,2025-01-17 00:00:00.0 +0:00,0
Stamet Poso,2025-01-18 00:00:00.0 +0:00,.1
Stamet Poso,2025-01-19 00:00:00.0 +0:00,8888
Stamet Poso,2025-01-20 00:00:00.0 +0:00,76
Stamet Poso,2025-01-21 00:00:00.0 +0:00,0
Stamet Poso,2025-01-22 00:00:00.0 +0:00,0
Stamet Poso,2025-01-23 00:00:00.0 +0:00,73
Stamet Poso,2025-01-24 00:00:00.0 +0:00,1
Stamet Poso,2025-01-25 00:00:00.0 +0:00,14.7
Stamet Poso,2025-01-26 00:00:00.0 +0:00,0
Stamet Poso,2025-01-27 00:00:00.0 +0:00,14.5
Stamet Poso,2025-01-28 00:00:00.0 +0:00,41.5
Stamet Poso,2025-01-29 00:00:00.0 +0:00,8888
Stamet Poso,2025-01-30 00:00:00.0 +0:00,54
Stamet Poso,2025-01-31 00:00:00.0 +0:00,8888
Maliwuko,2025-01-01 00:00:00.0 +0:00,0
Maliwuko,2025-01-02 00:00:00.0 +0:00,0
Maliwuko,2025-01-03 00:00:00.0 +0:00,4.5
Maliwuko,2025-01-04 00:00:00.0 +0:00,0
Maliwuko,2025-01-05 00:00:00.0 +0:00,0
Maliwuko,2025-01-06 00:00:00.0 +0:00,0
Maliwuko,2025-01-07 00:00:00.0 +0:00,0
Maliwuko,2025-01-08 00:00:00.0 +0:00,0
Maliwuko,2025-01-09 00:00:00.0 +0:00,3
Maliwuko,2025-01-10 00:00:00.0 +0:00,1.5
Maliwuko,2025-01-11 00:00:00.0 +0:00,0
Maliwuko,2025-01-12 00:00:00.0 +0:00,0
Maliwuko,2025-01-13 00:00:00.0 +0:00,0
Maliwuko,2025-01-14 00:00:00.0 +0:00,0
Maliwuko,2025-01-15 00:00:00.0 +0:00,2.5
Maliwuko,2025-01-16 00:00:00.0 +0:00,0
Maliwuko,2025-01-17 00:00:00.0 +0:00,0
Maliwuko,2025-01-18 00:00:00.0 +0:00,7
Maliwuko,2025-01-19 00:00:00.0 +0:00,0
Maliwuko,2025-01-20 00:00:00.0 +0:00,64
Maliwuko,2025-01-21 00:00:00.0 +0:00,0
Maliwuko,2025-01-22 00:00:00.0 +0:00,0
Maliwuko,2025-01-23 00:00:00.0 +0:00,14.5
Maliwuko,2025-01-24 00:00:00.0 +0:00,6.5
Maliwuko,2025-01-25 00:00:00.0 +0:00,17
Maliwuko,2025-01-26 00:00:00.0 +0:00,0
Maliwuko,2025-01-27 00:00:00.0 +0:00,0
Maliwuko,2025-01-28 00:00:00.0 +0:00,19.5
Maliwuko,2025-01-29 00:00:00.0 +0:00,0
Maliwuko,2025-01-30 00:00:00.0 +0:00,16.5
Maliwuko,2025-01-31 00:00:00.0 +0:00,0
Pamona Timur,2025-01-01 00:00:00.0 +0:00,37.5
Pamona Timur,2025-01-02 00:00:00.0 +0:00,11
Pamona Timur,2025-01-03 00:00:00.0 +0:00,2
Pamona Timur,2025-01-04 00:00:00.0 +0:00,48
Pamona Timur,2025-01-05 00:00:00.0 +0:00,0
Pamona Timur,2025-01-06 00:00:00.0 +0:00,0
Pamona Timur,2025-01-07 00:00:00.0 +0:00,31.5
Pamona Timur,2025-01-08 00:00:00.0 +0:00,48.5
Pamona Timur,2025-01-09 00:00:00.0 +0:00,1
Pamona Timur,2025-01-10 00:00:00.0 +0:00,54
Pamona Timur,2025-01-11 00:00:00.0 +0:00,19
Pamona Timur,2025-01-12 00:00:00.0 +0:00,40.5
Pamona Timur,2025-01-13 00:00:00.0 +0:00,9
Pamona Timur,2025-01-14 00:00:00.0 +0:00,7
Pamona Timur,2025-01-15 00:00:00.0 +0:00,0
Pamona Timur,2025-01-16 00:00:00.0 +0:00,1.5
Pamona Timur,2025-01-17 00:00:00.0 +0:00,0
Pamona Timur,2025-01-18 00:00:00.0 +0:00,3.5
Pamona Timur,2025-01-19 00:00:00.0 +0:00,1
Pamona Timur,2025-01-20 00:00:00.0 +0:00,31.5
Pamona Timur,2025-01-21 00:00:00.0 +0:00,5.5
Pamona Timur,2025-01-22 00:00:00.0 +0:00,20.5
Pamona Timur,2025-01-23 00:00:00.0 +0:00,29
Pamona Timur,2025-01-24 00:00:00.0 +0:00,23.5
Pamona Timur,2025-01-25 00:00:00.0 +0:00,14
Pamona Timur,2025-01-26 00:00:00.0 +0:00,6
Pamona Timur,2025-01-27 00:00:00.0 +0:00,1.5
Pamona Timur,2025-01-28 00:00:00.0 +0:00,28
Pamona Timur,2025-01-29 00:00:00.0 +0:00,22
Pamona Timur,2025-01-30 00:00:00.0 +0:00,33.5
Pamona Timur,2025-01-31 00:00:00.0 +0:00,54
Tentena,2025-01-01 00:00:00.0 +0:00,70.5
Tentena,2025-01-02 00:00:00.0 +0:00,8888
Tentena,2025-01-03 00:00:00.0 +0:00,4
Tentena,2025-01-04 00:00:00.0 +0:00,0
Tentena,2025-01-05 00:00:00.0 +0:00,0
Tentena,2025-01-06 00:00:00.0 +0:00,0
Tentena,2025-01-07 00:00:00.0 +0:00,0
Tentena,2025-01-08 00:00:00.0 +0:00,17
Tentena,2025-01-09 00:00:00.0 +0:00,3
Tentena,2025-01-10 00:00:00.0 +0:00,40
Tentena,2025-01-11 00:00:00.0 +0:00,0
Tentena,2025-01-12 00:00:00.0 +0:00,1
Tentena,2025-01-13 00:00:00.0 +0:00,0
Tentena,2025-01-14 00:00:00.0 +0:00,8888
Tentena,2025-01-15 00:00:00.0 +0:00,0
Tentena,2025-01-16 00:00:00.0 +0:00,0
Tentena,2025-01-17 00:00:00.0 +0:00,0
Tentena,2025-01-18 00:00:00.0 +0:00,.5
Tentena,2025-01-19 00:00:00.0 +0:00,8888
Tentena,2025-01-20 00:00:00.0 +0:00,2.5
Tentena,2025-01-21 00:00:00.0 +0:00,3
Tentena,2025-01-22 00:00:00.0 +0:00,8
Tentena,2025-01-23 00:00:00.0 +0:00,6
Tentena,2025-01-24 00:00:00.0 +0:00,1.5
Tentena,2025-01-25 00:00:00.0 +0:00,6
Tentena,2025-01-26 00:00:00.0 +0:00,2
Tentena,2025-01-27 00:00:00.0 +0:00,0
Tentena,2025-01-28 00:00:00.0 +0:00,19
Tentena,2025-01-29 00:00:00.0 +0:00,19
Tentena,2025-01-30 00:00:00.0 +0:00,18
Tentena,2025-01-31 00:00:00.0 +0:00,4
Pandayora,2025-01-01 00:00:00.0 +0:00,38
Pandayora,2025-01-02 00:00:00.0 +0:00,7
Pandayora,2025-01-03 00:00:00.0 +0:00,10
Pandayora,2025-01-04 00:00:00.0 +0:00,5
Pandayora,2025-01-05 00:00:00.0 +0:00,0
Pandayora,2025-01-06 00:00:00.0 +0:00,0
Pandayora,2025-01-07 00:00:00.0 +0:00,0
Pandayora,2025-01-08 00:00:00.0 +0:00,20
Pandayora,2025-01-09 00:00:00.0 +0:00,0
Pandayora,2025-01-10 00:00:00.0 +0:00,36
Pandayora,2025-01-11 00:00:00.0 +0:00,23
Pandayora,2025-01-12 00:00:00.0 +0:00,0
Pandayora,2025-01-13 00:00:00.0 +0:00,0
Pandayora,2025-01-14 00:00:00.0 +0:00,0
Pandayora,2025-01-15 00:00:00.0 +0:00,0
Pandayora,2025-01-16 00:00:00.0 +0:00,0
Pandayora,2025-01-17 00:00:00.0 +0:00,0
Pandayora,2025-01-18 00:00:00.0 +0:00,0
Pandayora,2025-01-19 00:00:00.0 +0:00,5
Pandayora,2025-01-20 00:00:00.0 +0:00,0
Pandayora,2025-01-21 00:00:00.0 +0:00,2
Pandayora,2025-01-22 00:00:00.0 +0:00,5
Pandayora,2025-01-23 00:00:00.0 +0:00,9
Pandayora,2025-01-24 00:00:00.0 +0:00,1
Pandayora,2025-01-25 00:00:00.0 +0:00,19
Pandayora,2025-01-26 00:00:00.0 +0:00,10
Pandayora,2025-01-27 00:00:00.0 +0:00,15
Pandayora,2025-01-28 00:00:00.0 +0:00,42
Pandayora,2025-01-29 00:00:00.0 +0:00,1
Pandayora,2025-01-30 00:00:00.0 +0:00,20
Pandayora,2025-01-31 00:00:00.0 +0:00,15
Lore Utara,2025-01-01 00:00:00.0 +0:00,0
Lore Utara,2025-01-02 00:00:00.0 +0:00,0
Lore Utara,2025-01-03 00:00:00.0 +0:00,12
Lore Utara,2025-01-04 00:00:00.0 +0:00,0
Lore Utara,2025-01-05 00:00:00.0 +0:00,0
Lore Utara,2025-01-06 00:00:00.0 +0:00,0
Lore Utara,2025-01-07 00:00:00.0 +0:00,0
Lore Utara,2025-01-08 00:00:00.0 +0:00,4
Lore Utara,2025-01-09 00:00:00.0 +0:00,23
Lore Utara,2025-01-10 00:00:00.0 +0:00,34
Lore Utara,2025-01-11 00:00:00.0 +0:00,0
Lore Utara,2025-01-12 00:00:00.0 +0:00,0
Lore Utara,2025-01-13 00:00:00.0 +0:00,7
Lore Utara,2025-01-14 00:00:00.0 +0:00,7
Lore Utara,2025-01-15 00:00:00.0 +0:00,5
Lore Utara,2025-01-16 00:00:00.0 +0:00,1
Lore Utara,2025-01-17 00:00:00.0 +0:00,0
Lore Utara,2025-01-18 00:00:00.0 +0:00,0
Lore Utara,2025-01-19 00:00:00.0 +0:00,0
Lore Utara,2025-01-20 00:00:00.0 +0:00,65
Lore Utara,2025-01-21 00:00:00.0 +0:00,14
Lore Utara,2025-01-22 00:00:00.0 +0:00,7
Lore Utara,2025-01-23 00:00:00.0 +0:00,43
Lore Utara,2025-01-24 00:00:00.0 +0:00,0
Lore Utara,2025-01-25 00:00:00.0 +0:00,52
Lore Utara,2025-01-26 00:00:00.0 +0:00,0
Lore Utara,2025-01-27 00:00:00.0 +0:00,7
Lore Utara,2025-01-28 00:00:00.0 +0:00,0
Lore Utara,2025-01-29 00:00:00.0 +0:00,17
Lore Utara,2025-01-30 00:00:00.0 +0:00,27
Lore Utara,2025-01-31 00:00:00.0 +0:00,0
Tambing,2025-01-01 00:00:00.0 +0:00,0
Tambing,2025-01-02 00:00:00.0 +0:00,4
Tambing,2025-01-03 00:00:00.0 +0:00,19
Tambing,2025-01-04 00:00:00.0 +0:00,12.5
Tambing,2025-01-05 00:00:00.0 +0:00,7.5
Tambing,2025-01-06 00:00:00.0 +0:00,5.5
Tambing,2025-01-07 00:00:00.0 +0:00,0
Tambing,2025-01-08 00:00:00.0 +0:00,3.5
Tambing,2025-01-09 00:00:00.0 +0:00,0
Tambing,2025-01-10 00:00:00.0 +0:00,12.5
Tambing,2025-01-11 00:00:00.0 +0:00,3
Tambing,2025-01-12 00:00:00.0 +0:00,0
Tambing,2025-01-13 00:00:00.0 +0:00,8.5
Tambing,2025-01-14 00:00:00.0 +0:00,0
Tambing,2025-01-15 00:00:00.0 +0:00,1.5
Tambing,2025-01-16 00:00:00.0 +0:00,0
Tambing,2025-01-17 00:00:00.0 +0:00,0
Tambing,2025-01-18 00:00:00.0 +0:00,8.5
Tambing,2025-01-19 00:00:00.0 +0:00,4.5
Tambing,2025-01-20 00:00:00.0 +0:00,7.5
Tambing,2025-01-21 00:00:00.0 +0:00,0
Tambing,2025-01-22 00:00:00.0 +0:00,0
Tambing,2025-01-23 00:00:00.0 +0:00,3.5
Tambing,2025-01-24 00:00:00.0 +0:00,2.5
Tambing,2025-01-25 00:00:00.0 +0:00,0
Tambing,2025-01-26 00:00:00.0 +0:00,0
Tambing,2025-01-27 00:00:00.0 +0:00,6.5
Tambing,2025-01-28 00:00:00.0 +0:00,10.5
Tambing,2025-01-29 00:00:00.0 +0:00,12.5
Tambing,2025-01-30 00:00:00.0 +0:00,0
Tambing,2025-01-31 00:00:00.0 +0:00,4.5
Stasiun PAG Lore Lindu Bariri,2025-01-01 00:00:00.0 +0:00,5.5
Stasiun PAG Lore Lindu Bariri,2025-01-02 00:00:00.0 +0:00,0
Stasiun PAG Lore Lindu Bariri,2025-01-03 00:00:00.0 +0:00,3
Stasiun PAG Lore Lindu Bariri,2025-01-04 00:00:00.0 +0:00,0
Stasiun PAG Lore Lindu Bariri,2025-01-05 00:00:00.0 +0:00,0
Stasiun PAG Lore Lindu Bariri,2025-01-06 00:00:00.0 +0:00,1
Stasiun PAG Lore Lindu Bariri,2025-01-07 00:00:00.0 +0:00,0
Stasiun PAG Lore Lindu Bariri,2025-01-08 00:00:00.0 +0:00,0
Stasiun PAG Lore Lindu Bariri,2025-01-09 00:00:00.0 +0:00,17
Stasiun PAG Lore Lindu Bariri,2025-01-10 00:00:00.0 +0:00,24.5
Stasiun PAG Lore Lindu Bariri,2025-01-11 00:00:00.0 +0:00,0
Stasiun PAG Lore Lindu Bariri,2025-01-12 00:00:00.0 +0:00,18
Stasiun PAG Lore Lindu Bariri,2025-01-13 00:00:00.0 +0:00,1.5
Stasiun PAG Lore Lindu Bariri,2025-01-14 00:00:00.0 +0:00,14
Stasiun PAG Lore Lindu Bariri,2025-01-15 00:00:00.0 +0:00,2
Stasiun PAG Lore Lindu Bariri,2025-01-16 00:00:00.0 +0:00,0
Stasiun PAG Lore Lindu Bariri,2025-01-17 00:00:00.0 +0:00,9
Stasiun PAG Lore Lindu Bariri,2025-01-18 00:00:00.0 +0:00,0
Stasiun PAG Lore Lindu Bariri,2025-01-19 00:00:00.0 +0:00,2
Stasiun PAG Lore Lindu Bariri,2025-01-20 00:00:00.0 +0:00,2
Stasiun PAG Lore Lindu Bariri,2025-01-21 00:00:00.0 +0:00,5.5
Stasiun PAG Lore Lindu Bariri,2025-01-22 00:00:00.0 +0:00,18.5
Stasiun PAG Lore Lindu Bariri,2025-01-23 00:00:00.0 +0:00,10
Stasiun PAG Lore Lindu Bariri,2025-01-24 00:00:00.0 +0:00,2
Stasiun PAG Lore Lindu Bariri,2025-01-25 00:00:00.0 +0:00,8.5
Stasiun PAG Lore Lindu Bariri,2025-01-26 00:00:00.0 +0:00,3
Stasiun PAG Lore Lindu Bariri,2025-01-27 00:00:00.0 +0:00,11
Stasiun PAG Lore Lindu Bariri,2025-01-28 00:00:00.0 +0:00,3.5
Stasiun PAG Lore Lindu Bariri,2025-01-29 00:00:00.0 +0:00,13.5
Stasiun PAG Lore Lindu Bariri,2025-01-30 00:00:00.0 +0:00,11
Stasiun PAG Lore Lindu Bariri,2025-01-31 00:00:00.0 +0:00,1
Kilo,2025-01-01 00:00:00.0 +0:00,10.5
Kilo,2025-01-02 00:00:00.0 +0:00,0
Kilo,2025-01-03 00:00:00.0 +0:00,10
Kilo,2025-01-04 00:00:00.0 +0:00,0
Kilo,2025-01-05 00:00:00.0 +0:00,0
Kilo,2025-01-06 00:00:00.0 +0:00,0
Kilo,2025-01-07 00:00:00.0 +0:00,0
Kilo,2025-01-08 00:00:00.0 +0:00,0
Kilo,2025-01-09 00:00:00.0 +0:00,1
Kilo,2025-01-10 00:00:00.0 +0:00,0
Kilo,2025-01-11 00:00:00.0 +0:00,0
Kilo,2025-01-12 00:00:00.0 +0:00,3
Kilo,2025-01-13 00:00:00.0 +0:00,0
Kilo,2025-01-14 00:00:00.0 +0:00,5
Kilo,2025-01-15 00:00:00.0 +0:00,0
Kilo,2025-01-16 00:00:00.0 +0:00,10
Kilo,2025-01-17 00:00:00.0 +0:00,0
Kilo,2025-01-18 00:00:00.0 +0:00,0
Kilo,2025-01-19 00:00:00.0 +0:00,6.5
Kilo,2025-01-20 00:00:00.0 +0:00,55
Kilo,2025-01-21 00:00:00.0 +0:00,0
Kilo,2025-01-22 00:00:00.0 +0:00,0
Kilo,2025-01-23 00:00:00.0 +0:00,26.5
Kilo,2025-01-24 00:00:00.0 +0:00,0
Kilo,2025-01-25 00:00:00.0 +0:00,20
Kilo,2025-01-26 00:00:00.0 +0:00,0
Kilo,2025-01-27 00:00:00.0 +0:00,1.5
Kilo,2025-01-28 00:00:00.0 +0:00,1
Kilo,2025-01-29 00:00:00.0 +0:00,0
Kilo,2025-01-30 00:00:00.0 +0:00,90
Kilo,2025-01-31 00:00:00.0 +0:00,0
Tambarana,2025-01-01 00:00:00.0 +0:00,1.5
Tambarana,2025-01-02 00:00:00.0 +0:00,0
Tambarana,2025-01-03 00:00:00.0 +0:00,106
Tambarana,2025-01-04 00:00:00.0 +0:00,0
Tambarana,2025-01-05 00:00:00.0 +0:00,0
Tambarana,2025-01-06 00:00:00.0 +0:00,5
Tambarana,2025-01-07 00:00:00.0 +0:00,0
Tambarana,2025-01-08 00:00:00.0 +0:00,0
Tambarana,2025-01-09 00:00:00.0 +0:00,0
Tambarana,2025-01-10 00:00:00.0 +0:00,0
Tambarana,2025-01-11 00:00:00.0 +0:00,0
Tambarana,2025-01-12 00:00:00.0 +0:00,0
Tambarana,2025-01-13 00:00:00.0 +0:00,0
Tambarana,2025-01-14 00:00:00.0 +0:00,0
Tambarana,2025-01-15 00:00:00.0 +0:00,0
Tambarana,2025-01-16 00:00:00.0 +0:00,0
Tambarana,2025-01-17 00:00:00.0 +0:00,0
Tambarana,2025-01-18 00:00:00.0 +0:00,0
Tambarana,2025-01-19 00:00:00.0 +0:00,45
Tambarana,2025-01-20 00:00:00.0 +0:00,0
Tambarana,2025-01-21 00:00:00.0 +0:00,0
Tambarana,2025-01-22 00:00:00.0 +0:00,5
Tambarana,2025-01-23 00:00:00.0 +0:00,0
Tambarana,2025-01-24 00:00:00.0 +0:00,0
Tambarana,2025-01-25 00:00:00.0 +0:00,20
Tambarana,2025-01-26 00:00:00.0 +0:00,0
Tambarana,2025-01-27 00:00:00.0 +0:00,0
Tambarana,2025-01-28 00:00:00.0 +0:00,75
Tambarana,2025-01-29 00:00:00.0 +0:00,17
Tambarana,2025-01-30 00:00:00.0 +0:00,35
Tambarana,2025-01-31 00:00:00.0 +0:00,0
Tangkura,2025-01-01 00:00:00.0 +0:00,5.1
Tangkura,2025-01-02 00:00:00.0 +0:00,0
Tangkura,2025-01-03 00:00:00.0 +0:00,0
Tangkura,2025-01-04 00:00:00.0 +0:00,0
Tangkura,2025-01-05 00:00:00.0 +0:00,0
Tangkura,2025-01-06 00:00:00.0 +0:00,0
Tangkura,2025-01-07 00:00:00.0 +0:00,0
Tangkura,2025-01-08 00:00:00.0 +0:00,0
Tangkura,2025-01-09 00:00:00.0 +0:00,0
Tangkura,2025-01-10 00:00:00.0 +0:00,20.7
Tangkura,2025-01-11 00:00:00.0 +0:00,0
Tangkura,2025-01-12 00:00:00.0 +0:00,0
Tangkura,2025-01-13 00:00:00.0 +0:00,0
Tangkura,2025-01-14 00:00:00.0 +0:00,0
Tangkura,2025-01-15 00:00:00.0 +0:00,0
Tangkura,2025-01-16 00:00:00.0 +0:00,0
Tangkura,2025-01-17 00:00:00.0 +0:00,0
Tangkura,2025-01-18 00:00:00.0 +0:00,0
